timestamp,emotion,confidence,posture,state
2026-05-20 17:58:18.078725,Sadness,29.42,Disengaged,Slouched
2026-05-20 17:58:18.325789,Sadness,27.99,Disengaged,Slouched
2026-05-20 17:58:18.601858,Sadness,28.52,Disengaged,Slouched
2026-05-20 17:58:18.860927,Sadness,28.19,Disengaged,Slouched
2026-05-20 17:58:19.115991,Sadness,30.05,Disengaged,Slouched
2026-05-20 17:58:19.430121,Sadness,29.98,Disengaged,Slouched
2026-05-20 17:58:19.687187,Surprise,27.36,Disengaged,Slouched
2026-05-20 17:58:19.946782,Surprise,27.47,Disengaged,Slouched
2026-05-20 17:58:20.172838,Surprise,27.69,Disengaged,Slouched
2026-05-20 17:58:20.438907,Surprise,27.43,Disengaged,Slouched
2026-05-20 17:58:20.697972,Sadness,29.45,Disengaged,Slouched
2026-05-20 17:58:20.978042,Sadness,27.72,Disengaged,Slouched
2026-05-20 17:58:21.257115,Sadness,27.1,Disengaged,Slouched
2026-05-20 17:58:21.541189,Sadness,28.87,Disengaged,Slouched
2026-05-20 17:58:21.828371,Sadness,33.3,Disengaged,Slouched
2026-05-20 17:58:22.098438,Sadness,31.12,Disengaged,Slouched
2026-05-20 17:58:22.352026,Sadness,35.05,Disengaged,Slouched
2026-05-20 17:58:24.050458,Sadness,37.93,Disengaged,Slouched
2026-05-20 17:58:24.376064,Sadness,28.04,Disengaged,Slouched
2026-05-20 17:58:24.653180,Sadness,33.78,Disengaged,Slouched
2026-05-20 17:58:24.915772,Sadness,36.24,Disengaged,Slouched
2026-05-20 17:58:25.177839,Sadness,35.93,Disengaged,Slouched
2026-05-20 17:58:25.434903,Sadness,34.39,Disengaged,Slouched
2026-05-20 17:58:25.829002,Sadness,39.07,Disengaged,Slouched
2026-05-20 17:58:26.312128,Sadness,35.41,Disengaged,Slouched
2026-05-20 17:58:26.808253,Sadness,36.36,Disengaged,Slouched
2026-05-20 17:58:27.140337,Sadness,37.22,Disengaged,Slouched
2026-05-20 17:58:27.449414,Sadness,35.11,Disengaged,Slouched
2026-05-20 17:58:27.694544,Sadness,32.72,Disengaged,Slouched
2026-05-20 17:58:31.310347,Sadness,29.12,Disengaged,Slouched
2026-05-20 17:58:32.025528,Sadness,28.33,Disengaged,Slouched
2026-05-20 17:58:32.499649,Sadness,28.04,Disengaged,Slouched
2026-05-20 17:58:32.994777,Sadness,27.62,Disengaged,Slouched
2026-05-20 17:58:33.654943,Sadness,26.85,Disengaged,Slouched
2026-05-20 17:58:35.308358,Sadness,27.31,Disengaged,Slouched
2026-05-20 17:58:35.813488,Sadness,27.07,Disengaged,Slouched
2026-05-20 17:58:36.166578,Sadness,26.91,Disengaged,Slouched
2026-05-20 17:58:36.466654,Sadness,26.99,Disengaged,Slouched
2026-05-20 17:58:36.922769,Surprise,28.28,Disengaged,Slouched
2026-05-20 17:58:37.383885,Surprise,31.21,Disengaged,Slouched
2026-05-20 17:58:37.854006,Surprise,36.82,Disengaged,Slouched
2026-05-20 17:58:38.439154,Surprise,37.34,Disengaged,Slouched
2026-05-20 17:58:38.736230,Surprise,35.4,Disengaged,Slouched
2026-05-20 17:58:39.682410,Surprise,30.18,Disengaged,Slouched
2026-05-20 17:58:40.180534,Sadness,29.31,Disengaged,Slouched
2026-05-20 17:58:40.506617,Sadness,28.26,Disengaged,Slouched
2026-05-20 17:58:40.785691,Sadness,29.59,Disengaged,Slouched
2026-05-20 17:58:41.051757,Sadness,30.92,Disengaged,Slouched
2026-05-20 17:58:41.523875,Sadness,28.49,Disengaged,Slouched
2026-05-20 17:58:41.855962,Sadness,28.65,Disengaged,Slouched
2026-05-20 17:58:42.170087,Sadness,28.4,Disengaged,Slouched
2026-05-20 17:58:42.752753,Sadness,29.17,Disengaged,Slouched
2026-05-20 17:58:43.380510,Sadness,29.51,Disengaged,Slouched
2026-05-20 17:58:43.657579,Sadness,30.14,Disengaged,Slouched
2026-05-20 17:58:44.023733,Sadness,30.17,Disengaged,Slouched
2026-05-20 17:58:44.599878,Sadness,29.56,Disengaged,Slouched
2026-05-20 17:58:45.857198,Sadness,28.61,Disengaged,Slouched
2026-05-20 17:58:46.499869,Sadness,28.04,Disengaged,Slouched
2026-05-20 17:58:47.123066,Sadness,30.7,Disengaged,Slouched
2026-05-20 17:58:47.760227,Sadness,30.73,Disengaged,Slouched
2026-05-20 17:58:48.371382,Sadness,32.29,Disengaged,Slouched
2026-05-20 17:58:49.771252,Sadness,32.14,Disengaged,Slouched
2026-05-20 17:58:51.153758,Sadness,30.32,Disengaged,Slouched
2026-05-20 17:58:52.639772,Sadness,30.45,Disengaged,Slouched
2026-05-20 17:58:53.581532,Sadness,30.51,Disengaged,Slouched
2026-05-20 17:58:53.874643,Sadness,29.61,Disengaged,Slouched
2026-05-20 17:58:54.189721,Sadness,29.73,Disengaged,Slouched
2026-05-20 17:58:54.437786,Sadness,30.11,Disengaged,Slouched
2026-05-20 17:58:54.838884,Sadness,29.63,Disengaged,Slouched
2026-05-20 17:58:55.276994,Sadness,29.4,Disengaged,Slouched
2026-05-20 17:58:55.598078,Sadness,28.33,Disengaged,Slouched
2026-05-20 17:58:55.863147,Sadness,30.06,Disengaged,Slouched
2026-05-20 17:58:56.350271,Sadness,32.75,Disengaged,Slouched
2026-05-20 17:58:56.767905,Sadness,32.15,Disengaged,Slouched
2026-05-20 17:58:57.199005,Sadness,30.12,Disengaged,Slouched
2026-05-20 17:58:57.636165,Sadness,31.75,Disengaged,Slouched
2026-05-20 17:58:58.043268,Sadness,32.04,Disengaged,Slouched
2026-05-20 17:58:58.800464,Sadness,29.23,Disengaged,Slouched
2026-05-20 17:59:00.893509,Sadness,30.34,Disengaged,Slouched
2026-05-20 17:59:01.151630,Sadness,31.71,Disengaged,Slouched
2026-05-20 17:59:01.393689,Sadness,30.2,Disengaged,Slouched
2026-05-20 17:59:01.704772,Sadness,29.52,Disengaged,Slouched
2026-05-20 17:59:02.169886,Sadness,29.44,Disengaged,Slouched
2026-05-20 17:59:02.887070,Sadness,29.41,Disengaged,Slouched
2026-05-20 17:59:03.528333,Sadness,29.87,Disengaged,Slouched
2026-05-20 17:59:04.279194,Sadness,31.43,Disengaged,Slouched
2026-05-20 17:59:04.914353,Sadness,31.51,Disengaged,Slouched
2026-05-20 17:59:05.465491,Sadness,32.39,Disengaged,Slouched
2026-05-20 17:59:05.893119,Sadness,28.41,Disengaged,Slouched
2026-05-20 17:59:06.336229,Sadness,28.61,Disengaged,Slouched
2026-05-20 17:59:06.873884,Sadness,30.87,Disengaged,Slouched
2026-05-20 17:59:07.418021,Sadness,28.96,Disengaged,Slouched
2026-05-20 17:59:08.016176,Sadness,30.01,Disengaged,Slouched
2026-05-20 17:59:08.504346,Sadness,28.55,Disengaged,Slouched
2026-05-20 17:59:09.076490,Sadness,28.79,Disengaged,Slouched
2026-05-20 17:59:09.455584,Sadness,30.43,Disengaged,Slouched
2026-05-20 17:59:09.887694,Sadness,29.62,Disengaged,Slouched
2026-05-20 17:59:10.893467,Sadness,28.63,Disengaged,Slouched
2026-05-20 17:59:11.708185,Sadness,27.9,Disengaged,Slouched
2026-05-20 17:59:12.290453,Sadness,30.04,Disengaged,Slouched
2026-05-20 17:59:12.772698,Sadness,28.33,Disengaged,Slouched
2026-05-20 17:59:13.952983,Sadness,28.7,Disengaged,Slouched
2026-05-20 17:59:18.537796,Sadness,28.27,Disengaged,Slouched
2026-05-20 17:59:21.387513,Sadness,29.94,Disengaged,Slouched
2026-05-20 17:59:23.038967,Sadness,28.4,Disengaged,Slouched
2026-05-20 17:59:25.009466,Sadness,31.16,Disengaged,Slouched
2026-05-20 17:59:26.286793,Sadness,27.29,Disengaged,Slouched
2026-05-20 17:59:31.586983,Sadness,28.85,Disengaged,Slouched
2026-05-20 17:59:34.070841,Sadness,29.59,Disengaged,Slouched
2026-05-20 17:59:36.297969,Sadness,28.29,Disengaged,Slouched
2026-05-20 17:59:37.607346,Sadness,28.31,Disengaged,Slouched
2026-05-20 17:59:41.512946,Sadness,29.54,Disengaged,Slouched
2026-05-20 17:59:43.922196,Surprise,28.68,Disengaged,Slouched
2026-05-20 17:59:44.737402,Surprise,28.6,Disengaged,Slouched
2026-05-20 17:59:45.337698,Surprise,28.74,Disengaged,Slouched
2026-05-20 17:59:45.782862,Surprise,28.64,Disengaged,Slouched
2026-05-20 17:59:46.218970,Surprise,29.65,Disengaged,Slouched
2026-05-20 17:59:46.477034,Surprise,28.68,Disengaged,Slouched
2026-05-20 17:59:46.856131,Surprise,29.59,Disengaged,Slouched
2026-05-20 17:59:47.107195,Surprise,28.36,Disengaged,Slouched
2026-05-20 17:59:47.350862,Surprise,28.35,Disengaged,Slouched
2026-05-20 17:59:47.598924,Surprise,28.98,Disengaged,Slouched
2026-05-20 17:59:47.914006,Surprise,28.53,Disengaged,Slouched
2026-05-20 17:59:48.154068,Surprise,29.0,Disengaged,Slouched
2026-05-20 17:59:48.394130,Surprise,29.1,Disengaged,Slouched
2026-05-20 17:59:48.633187,Surprise,28.33,Disengaged,Slouched
2026-05-20 17:59:48.924263,Surprise,30.29,Disengaged,Slouched
2026-05-20 17:59:56.931076,Surprise,30.14,Disengaged,Slouched
2026-05-20 18:00:00.136527,Surprise,28.75,Disengaged,Slouched
2026-05-20 18:00:01.798530,Surprise,30.27,Disengaged,Slouched
2026-05-20 18:00:02.126617,Surprise,25.77,Disengaged,Slouched
2026-05-20 18:00:02.781778,Surprise,27.5,Disengaged,Slouched
2026-05-20 18:00:03.674077,Surprise,27.35,Disengaged,Slouched
2026-05-20 18:00:04.404265,Sadness,30.29,Disengaged,Slouched
2026-05-20 18:00:04.981482,Sadness,28.71,Disengaged,Slouched
2026-05-20 18:00:05.310655,Sadness,29.39,Disengaged,Slouched
